,op_module,sim_env,op_max_wait_time,op_max_detour_factor,scenario_name,rq_file,demand_scalar,op_fleet_composition,op_vr_control_func_dict,op_act_fs_file
124,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/1.25/sample_24/BO_D+WT_FB_1/,line91_week/1.25/sample_24.csv,1.25,flex_bus:1,func_key:IRS_study_standard,
125,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/1.5/sample_0/BO_D+WT_FB_1/,line91_week/1.5/sample_0.csv,1.5,flex_bus:1,func_key:IRS_study_standard,
126,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/1.5/sample_1/BO_D+WT_FB_1/,line91_week/1.5/sample_1.csv,1.5,flex_bus:1,func_key:IRS_study_standard,
127,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/1.5/sample_2/BO_D+WT_FB_1/,line91_week/1.5/sample_2.csv,1.5,flex_bus:1,func_key:IRS_study_standard,
128,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/1.5/sample_3/BO_D+WT_FB_1/,line91_week/1.5/sample_3.csv,1.5,flex_bus:1,func_key:IRS_study_standard,
129,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/1.5/sample_4/BO_D+WT_FB_1/,line91_week/1.5/sample_4.csv,1.5,flex_bus:1,func_key:IRS_study_standard,
130,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/1.5/sample_5/BO_D+WT_FB_1/,line91_week/1.5/sample_5.csv,1.5,flex_bus:1,func_key:IRS_study_standard,
131,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/1.5/sample_6/BO_D+WT_FB_1/,line91_week/1.5/sample_6.csv,1.5,flex_bus:1,func_key:IRS_study_standard,
132,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/1.5/sample_7/BO_D+WT_FB_1/,line91_week/1.5/sample_7.csv,1.5,flex_bus:1,func_key:IRS_study_standard,
133,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/1.5/sample_8/BO_D+WT_FB_1/,line91_week/1.5/sample_8.csv,1.5,flex_bus:1,func_key:IRS_study_standard,
134,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/1.5/sample_9/BO_D+WT_FB_1/,line91_week/1.5/sample_9.csv,1.5,flex_bus:1,func_key:IRS_study_standard,
135,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/1.5/sample_10/BO_D+WT_FB_1/,line91_week/1.5/sample_10.csv,1.5,flex_bus:1,func_key:IRS_study_standard,
136,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/1.5/sample_11/BO_D+WT_FB_1/,line91_week/1.5/sample_11.csv,1.5,flex_bus:1,func_key:IRS_study_standard,
137,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/1.5/sample_12/BO_D+WT_FB_1/,line91_week/1.5/sample_12.csv,1.5,flex_bus:1,func_key:IRS_study_standard,
138,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/1.5/sample_13/BO_D+WT_FB_1/,line91_week/1.5/sample_13.csv,1.5,flex_bus:1,func_key:IRS_study_standard,
139,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/1.5/sample_14/BO_D+WT_FB_1/,line91_week/1.5/sample_14.csv,1.5,flex_bus:1,func_key:IRS_study_standard,
140,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/1.5/sample_15/BO_D+WT_FB_1/,line91_week/1.5/sample_15.csv,1.5,flex_bus:1,func_key:IRS_study_standard,
141,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/1.5/sample_16/BO_D+WT_FB_1/,line91_week/1.5/sample_16.csv,1.5,flex_bus:1,func_key:IRS_study_standard,
142,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/1.5/sample_17/BO_D+WT_FB_1/,line91_week/1.5/sample_17.csv,1.5,flex_bus:1,func_key:IRS_study_standard,
143,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/1.5/sample_18/BO_D+WT_FB_1/,line91_week/1.5/sample_18.csv,1.5,flex_bus:1,func_key:IRS_study_standard,
144,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/1.5/sample_19/BO_D+WT_FB_1/,line91_week/1.5/sample_19.csv,1.5,flex_bus:1,func_key:IRS_study_standard,
145,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/1.5/sample_20/BO_D+WT_FB_1/,line91_week/1.5/sample_20.csv,1.5,flex_bus:1,func_key:IRS_study_standard,
146,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/1.5/sample_21/BO_D+WT_FB_1/,line91_week/1.5/sample_21.csv,1.5,flex_bus:1,func_key:IRS_study_standard,
147,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/1.5/sample_22/BO_D+WT_FB_1/,line91_week/1.5/sample_22.csv,1.5,flex_bus:1,func_key:IRS_study_standard,
148,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/1.5/sample_23/BO_D+WT_FB_1/,line91_week/1.5/sample_23.csv,1.5,flex_bus:1,func_key:IRS_study_standard,
149,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/1.5/sample_24/BO_D+WT_FB_1/,line91_week/1.5/sample_24.csv,1.5,flex_bus:1,func_key:IRS_study_standard,
150,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/1.75/sample_0/BO_D+WT_FB_1/,line91_week/1.75/sample_0.csv,1.75,flex_bus:1,func_key:IRS_study_standard,
151,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/1.75/sample_1/BO_D+WT_FB_1/,line91_week/1.75/sample_1.csv,1.75,flex_bus:1,func_key:IRS_study_standard,
152,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/1.75/sample_2/BO_D+WT_FB_1/,line91_week/1.75/sample_2.csv,1.75,flex_bus:1,func_key:IRS_study_standard,
153,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/1.75/sample_3/BO_D+WT_FB_1/,line91_week/1.75/sample_3.csv,1.75,flex_bus:1,func_key:IRS_study_standard,
154,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/1.75/sample_4/BO_D+WT_FB_1/,line91_week/1.75/sample_4.csv,1.75,flex_bus:1,func_key:IRS_study_standard,
155,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/1.75/sample_5/BO_D+WT_FB_1/,line91_week/1.75/sample_5.csv,1.75,flex_bus:1,func_key:IRS_study_standard,
156,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/1.75/sample_6/BO_D+WT_FB_1/,line91_week/1.75/sample_6.csv,1.75,flex_bus:1,func_key:IRS_study_standard,
157,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/1.75/sample_7/BO_D+WT_FB_1/,line91_week/1.75/sample_7.csv,1.75,flex_bus:1,func_key:IRS_study_standard,
158,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/1.75/sample_8/BO_D+WT_FB_1/,line91_week/1.75/sample_8.csv,1.75,flex_bus:1,func_key:IRS_study_standard,
159,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/1.75/sample_9/BO_D+WT_FB_1/,line91_week/1.75/sample_9.csv,1.75,flex_bus:1,func_key:IRS_study_standard,
160,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/1.75/sample_10/BO_D+WT_FB_1/,line91_week/1.75/sample_10.csv,1.75,flex_bus:1,func_key:IRS_study_standard,
161,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/1.75/sample_11/BO_D+WT_FB_1/,line91_week/1.75/sample_11.csv,1.75,flex_bus:1,func_key:IRS_study_standard,
162,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/1.75/sample_12/BO_D+WT_FB_1/,line91_week/1.75/sample_12.csv,1.75,flex_bus:1,func_key:IRS_study_standard,
163,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/1.75/sample_13/BO_D+WT_FB_1/,line91_week/1.75/sample_13.csv,1.75,flex_bus:1,func_key:IRS_study_standard,
164,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/1.75/sample_14/BO_D+WT_FB_1/,line91_week/1.75/sample_14.csv,1.75,flex_bus:1,func_key:IRS_study_standard,
165,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/1.75/sample_15/BO_D+WT_FB_1/,line91_week/1.75/sample_15.csv,1.75,flex_bus:1,func_key:IRS_study_standard,
166,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/1.75/sample_16/BO_D+WT_FB_1/,line91_week/1.75/sample_16.csv,1.75,flex_bus:1,func_key:IRS_study_standard,
167,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/1.75/sample_17/BO_D+WT_FB_1/,line91_week/1.75/sample_17.csv,1.75,flex_bus:1,func_key:IRS_study_standard,
168,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/1.75/sample_18/BO_D+WT_FB_1/,line91_week/1.75/sample_18.csv,1.75,flex_bus:1,func_key:IRS_study_standard,
169,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/1.75/sample_19/BO_D+WT_FB_1/,line91_week/1.75/sample_19.csv,1.75,flex_bus:1,func_key:IRS_study_standard,
170,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/1.75/sample_20/BO_D+WT_FB_1/,line91_week/1.75/sample_20.csv,1.75,flex_bus:1,func_key:IRS_study_standard,
171,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/1.75/sample_21/BO_D+WT_FB_1/,line91_week/1.75/sample_21.csv,1.75,flex_bus:1,func_key:IRS_study_standard,
172,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/1.75/sample_22/BO_D+WT_FB_1/,line91_week/1.75/sample_22.csv,1.75,flex_bus:1,func_key:IRS_study_standard,
173,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/1.75/sample_23/BO_D+WT_FB_1/,line91_week/1.75/sample_23.csv,1.75,flex_bus:1,func_key:IRS_study_standard,
174,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/1.75/sample_24/BO_D+WT_FB_1/,line91_week/1.75/sample_24.csv,1.75,flex_bus:1,func_key:IRS_study_standard,
175,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/2.0/sample_0/BO_D+WT_FB_1/,line91_week/2.0/sample_0.csv,2.0,flex_bus:1,func_key:IRS_study_standard,
176,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/2.0/sample_1/BO_D+WT_FB_1/,line91_week/2.0/sample_1.csv,2.0,flex_bus:1,func_key:IRS_study_standard,
177,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/2.0/sample_2/BO_D+WT_FB_1/,line91_week/2.0/sample_2.csv,2.0,flex_bus:1,func_key:IRS_study_standard,
178,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/2.0/sample_3/BO_D+WT_FB_1/,line91_week/2.0/sample_3.csv,2.0,flex_bus:1,func_key:IRS_study_standard,
179,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/2.0/sample_4/BO_D+WT_FB_1/,line91_week/2.0/sample_4.csv,2.0,flex_bus:1,func_key:IRS_study_standard,
180,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/2.0/sample_5/BO_D+WT_FB_1/,line91_week/2.0/sample_5.csv,2.0,flex_bus:1,func_key:IRS_study_standard,
181,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/2.0/sample_6/BO_D+WT_FB_1/,line91_week/2.0/sample_6.csv,2.0,flex_bus:1,func_key:IRS_study_standard,
182,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/2.0/sample_7/BO_D+WT_FB_1/,line91_week/2.0/sample_7.csv,2.0,flex_bus:1,func_key:IRS_study_standard,
183,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/2.0/sample_8/BO_D+WT_FB_1/,line91_week/2.0/sample_8.csv,2.0,flex_bus:1,func_key:IRS_study_standard,
184,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/2.0/sample_9/BO_D+WT_FB_1/,line91_week/2.0/sample_9.csv,2.0,flex_bus:1,func_key:IRS_study_standard,
185,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/2.0/sample_10/BO_D+WT_FB_1/,line91_week/2.0/sample_10.csv,2.0,flex_bus:1,func_key:IRS_study_standard,
186,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/2.0/sample_11/BO_D+WT_FB_1/,line91_week/2.0/sample_11.csv,2.0,flex_bus:1,func_key:IRS_study_standard,
187,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/2.0/sample_12/BO_D+WT_FB_1/,line91_week/2.0/sample_12.csv,2.0,flex_bus:1,func_key:IRS_study_standard,
188,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/2.0/sample_13/BO_D+WT_FB_1/,line91_week/2.0/sample_13.csv,2.0,flex_bus:1,func_key:IRS_study_standard,
189,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/2.0/sample_14/BO_D+WT_FB_1/,line91_week/2.0/sample_14.csv,2.0,flex_bus:1,func_key:IRS_study_standard,
190,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/2.0/sample_15/BO_D+WT_FB_1/,line91_week/2.0/sample_15.csv,2.0,flex_bus:1,func_key:IRS_study_standard,
191,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/2.0/sample_16/BO_D+WT_FB_1/,line91_week/2.0/sample_16.csv,2.0,flex_bus:1,func_key:IRS_study_standard,
192,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/2.0/sample_17/BO_D+WT_FB_1/,line91_week/2.0/sample_17.csv,2.0,flex_bus:1,func_key:IRS_study_standard,
193,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/2.0/sample_18/BO_D+WT_FB_1/,line91_week/2.0/sample_18.csv,2.0,flex_bus:1,func_key:IRS_study_standard,
194,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/2.0/sample_19/BO_D+WT_FB_1/,line91_week/2.0/sample_19.csv,2.0,flex_bus:1,func_key:IRS_study_standard,
195,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/2.0/sample_20/BO_D+WT_FB_1/,line91_week/2.0/sample_20.csv,2.0,flex_bus:1,func_key:IRS_study_standard,
196,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/2.0/sample_21/BO_D+WT_FB_1/,line91_week/2.0/sample_21.csv,2.0,flex_bus:1,func_key:IRS_study_standard,
197,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/2.0/sample_22/BO_D+WT_FB_1/,line91_week/2.0/sample_22.csv,2.0,flex_bus:1,func_key:IRS_study_standard,
198,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/2.0/sample_23/BO_D+WT_FB_1/,line91_week/2.0/sample_23.csv,2.0,flex_bus:1,func_key:IRS_study_standard,
199,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/2.0/sample_24/BO_D+WT_FB_1/,line91_week/2.0/sample_24.csv,2.0,flex_bus:1,func_key:IRS_study_standard,
200,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/3.0/sample_0/BO_D+WT_FB_1/,line91_week/3.0/sample_0.csv,3.0,flex_bus:1,func_key:IRS_study_standard,
201,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/3.0/sample_1/BO_D+WT_FB_1/,line91_week/3.0/sample_1.csv,3.0,flex_bus:1,func_key:IRS_study_standard,
202,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/3.0/sample_2/BO_D+WT_FB_1/,line91_week/3.0/sample_2.csv,3.0,flex_bus:1,func_key:IRS_study_standard,
203,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/3.0/sample_3/BO_D+WT_FB_1/,line91_week/3.0/sample_3.csv,3.0,flex_bus:1,func_key:IRS_study_standard,
204,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/3.0/sample_4/BO_D+WT_FB_1/,line91_week/3.0/sample_4.csv,3.0,flex_bus:1,func_key:IRS_study_standard,
205,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/3.0/sample_5/BO_D+WT_FB_1/,line91_week/3.0/sample_5.csv,3.0,flex_bus:1,func_key:IRS_study_standard,
206,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/3.0/sample_6/BO_D+WT_FB_1/,line91_week/3.0/sample_6.csv,3.0,flex_bus:1,func_key:IRS_study_standard,
207,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/3.0/sample_7/BO_D+WT_FB_1/,line91_week/3.0/sample_7.csv,3.0,flex_bus:1,func_key:IRS_study_standard,
208,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/3.0/sample_8/BO_D+WT_FB_1/,line91_week/3.0/sample_8.csv,3.0,flex_bus:1,func_key:IRS_study_standard,
209,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/3.0/sample_9/BO_D+WT_FB_1/,line91_week/3.0/sample_9.csv,3.0,flex_bus:1,func_key:IRS_study_standard,
210,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/3.0/sample_10/BO_D+WT_FB_1/,line91_week/3.0/sample_10.csv,3.0,flex_bus:1,func_key:IRS_study_standard,
211,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/3.0/sample_11/BO_D+WT_FB_1/,line91_week/3.0/sample_11.csv,3.0,flex_bus:1,func_key:IRS_study_standard,
212,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/3.0/sample_12/BO_D+WT_FB_1/,line91_week/3.0/sample_12.csv,3.0,flex_bus:1,func_key:IRS_study_standard,
213,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/3.0/sample_13/BO_D+WT_FB_1/,line91_week/3.0/sample_13.csv,3.0,flex_bus:1,func_key:IRS_study_standard,
214,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/3.0/sample_14/BO_D+WT_FB_1/,line91_week/3.0/sample_14.csv,3.0,flex_bus:1,func_key:IRS_study_standard,
215,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/3.0/sample_15/BO_D+WT_FB_1/,line91_week/3.0/sample_15.csv,3.0,flex_bus:1,func_key:IRS_study_standard,
216,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/3.0/sample_16/BO_D+WT_FB_1/,line91_week/3.0/sample_16.csv,3.0,flex_bus:1,func_key:IRS_study_standard,
217,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/3.0/sample_17/BO_D+WT_FB_1/,line91_week/3.0/sample_17.csv,3.0,flex_bus:1,func_key:IRS_study_standard,
218,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/3.0/sample_18/BO_D+WT_FB_1/,line91_week/3.0/sample_18.csv,3.0,flex_bus:1,func_key:IRS_study_standard,
219,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/3.0/sample_19/BO_D+WT_FB_1/,line91_week/3.0/sample_19.csv,3.0,flex_bus:1,func_key:IRS_study_standard,
220,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/3.0/sample_20/BO_D+WT_FB_1/,line91_week/3.0/sample_20.csv,3.0,flex_bus:1,func_key:IRS_study_standard,
221,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/3.0/sample_21/BO_D+WT_FB_1/,line91_week/3.0/sample_21.csv,3.0,flex_bus:1,func_key:IRS_study_standard,
222,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/3.0/sample_22/BO_D+WT_FB_1/,line91_week/3.0/sample_22.csv,3.0,flex_bus:1,func_key:IRS_study_standard,
223,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/3.0/sample_23/BO_D+WT_FB_1/,line91_week/3.0/sample_23.csv,3.0,flex_bus:1,func_key:IRS_study_standard,
224,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/3.0/sample_24/BO_D+WT_FB_1/,line91_week/3.0/sample_24.csv,3.0,flex_bus:1,func_key:IRS_study_standard,
225,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/4.0/sample_0/BO_D+WT_FB_1/,line91_week/4.0/sample_0.csv,4.0,flex_bus:1,func_key:IRS_study_standard,
226,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/4.0/sample_1/BO_D+WT_FB_1/,line91_week/4.0/sample_1.csv,4.0,flex_bus:1,func_key:IRS_study_standard,
227,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/4.0/sample_2/BO_D+WT_FB_1/,line91_week/4.0/sample_2.csv,4.0,flex_bus:1,func_key:IRS_study_standard,
228,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/4.0/sample_3/BO_D+WT_FB_1/,line91_week/4.0/sample_3.csv,4.0,flex_bus:1,func_key:IRS_study_standard,
229,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/4.0/sample_4/BO_D+WT_FB_1/,line91_week/4.0/sample_4.csv,4.0,flex_bus:1,func_key:IRS_study_standard,
230,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/4.0/sample_5/BO_D+WT_FB_1/,line91_week/4.0/sample_5.csv,4.0,flex_bus:1,func_key:IRS_study_standard,
231,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/4.0/sample_6/BO_D+WT_FB_1/,line91_week/4.0/sample_6.csv,4.0,flex_bus:1,func_key:IRS_study_standard,
232,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/4.0/sample_7/BO_D+WT_FB_1/,line91_week/4.0/sample_7.csv,4.0,flex_bus:1,func_key:IRS_study_standard,
233,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/4.0/sample_8/BO_D+WT_FB_1/,line91_week/4.0/sample_8.csv,4.0,flex_bus:1,func_key:IRS_study_standard,
234,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/4.0/sample_9/BO_D+WT_FB_1/,line91_week/4.0/sample_9.csv,4.0,flex_bus:1,func_key:IRS_study_standard,
235,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/4.0/sample_10/BO_D+WT_FB_1/,line91_week/4.0/sample_10.csv,4.0,flex_bus:1,func_key:IRS_study_standard,
236,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/4.0/sample_11/BO_D+WT_FB_1/,line91_week/4.0/sample_11.csv,4.0,flex_bus:1,func_key:IRS_study_standard,
237,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/4.0/sample_12/BO_D+WT_FB_1/,line91_week/4.0/sample_12.csv,4.0,flex_bus:1,func_key:IRS_study_standard,
238,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/4.0/sample_13/BO_D+WT_FB_1/,line91_week/4.0/sample_13.csv,4.0,flex_bus:1,func_key:IRS_study_standard,
239,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/4.0/sample_14/BO_D+WT_FB_1/,line91_week/4.0/sample_14.csv,4.0,flex_bus:1,func_key:IRS_study_standard,
240,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/4.0/sample_15/BO_D+WT_FB_1/,line91_week/4.0/sample_15.csv,4.0,flex_bus:1,func_key:IRS_study_standard,
241,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/4.0/sample_16/BO_D+WT_FB_1/,line91_week/4.0/sample_16.csv,4.0,flex_bus:1,func_key:IRS_study_standard,
242,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/4.0/sample_17/BO_D+WT_FB_1/,line91_week/4.0/sample_17.csv,4.0,flex_bus:1,func_key:IRS_study_standard,
243,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/4.0/sample_18/BO_D+WT_FB_1/,line91_week/4.0/sample_18.csv,4.0,flex_bus:1,func_key:IRS_study_standard,
244,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/4.0/sample_19/BO_D+WT_FB_1/,line91_week/4.0/sample_19.csv,4.0,flex_bus:1,func_key:IRS_study_standard,
245,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/4.0/sample_20/BO_D+WT_FB_1/,line91_week/4.0/sample_20.csv,4.0,flex_bus:1,func_key:IRS_study_standard,
246,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/4.0/sample_21/BO_D+WT_FB_1/,line91_week/4.0/sample_21.csv,4.0,flex_bus:1,func_key:IRS_study_standard,
247,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/4.0/sample_22/BO_D+WT_FB_1/,line91_week/4.0/sample_22.csv,4.0,flex_bus:1,func_key:IRS_study_standard,
248,RidePoolingBatchAssignmentFleetcontrol,BatchOfferSimulation,1800,40,line91_week/4.0/sample_23/BO_D+WT_FB_1/,line91_week/4.0/sample_23.csv,4.0,flex_bus:1,func_key:IRS_study_standard,
